Kongress der Kaiserlichen Akademie der Astronomen 
Jahrestagung 1973 in Lorsch
Legende:
x,y -> z
9026,30407 -> 2
30644,23251 -> 3
16085,733 -> 1
4917,31753 -> 2
7490,345 -> 3
5225,892 -> 8
32528,10851 -> 7
19476,20440 -> 1
20875,29734 -> 5
18088,6223 -> 7
11999,22010 -> 6
26606,31513 -> 2
=== Land Nr. 19 ===
15263,26453 -> 3
26675,11127 -> 1
26548,10363 -> 7
12748,8865 -> 3
20964,5993 -> 8
5129,21607 -> 2
5233,7538 -> 8
31993,13177 -> 1
26249,29311 -> 3
32132,6786 -> 6
4467,22778 -> 8
21445,18088 -> 4
2491,8646 -> 4
9651,17673 -> 6
23516,18902 -> 3
2679,22596 -> 8
22792,19262 -> 1
2809,15428 -> 3
23588,31186 -> 7
29330,7606 -> 6
26643,1972 -> 6
12006,26611 -> 2
6114,10331 -> 5
10828,1869 -> 2
11897,18685 -> 4
3669,14071 -> 1
22230,2909 -> 2
17483,14598 -> 7
9986,11377 -> 8
26566,15420 -> 1
1851,21084 -> 7
17314,1689 -> 8
3083,30122 -> 6
27645,3305 -> 6
27979,18390 -> 8
10251,16070 -> 8
23859,11645 -> 7
13531,19402 -> 3
27154,11479 -> 2
1637,20961 -> 5
6724,8505 -> 8
7803,3581 -> 1
25974,10972 -> 8
26992,8091 -> 1
24419,15903 -> 4
24208,1243 -> 1
10118,30701 -> 6
30406,30739 -> 2
20091,1313 -> 5
30205,6441 -> 8
11522,2293 -> 7
5148,7196 -> 2
29158,4829 -> 6
22709,25470 -> 3
17196,28260 -> 3
2234,18639 -> 1
1117,30683 -> 3
26581,11767 -> 3
30413,14087 -> 4
22328,6740 -> 1
18977,23814 -> 4
6655,27417 -> 3
8841,29990 -> 3
19322,20972 -> 3
26474,12392 -> 7
28152,19974 -> 8
10343,16862 -> 5
30957,19266 -> 1
24591,22058 -> 5
901,28643 -> 1
8859,23233 -> 3
9475,11507 -> 4
11383,6602 -> 8
30338,11912 -> 8
6038,13739 -> 2
23019,8283 -> 7
4031,23454 -> 2
22595,12393 -> 7
32079,9959 -> 7
7573,7329 -> 4
6955,13960 -> 1
25390,14788 -> 6
6099,30082 -> 7
2277,4357 -> 6
2770,6651 -> 1
17561,16140 -> 4
32522,31213 -> 5
15158,31335 -> 6
26500,5165 -> 1
6368,24724 -> 5
22475,8921 -> 4
26129,12315 -> 2
6655,18589 -> 2
30154,15231 -> 4
3107,31823 -> 7
27950,29676 -> 3
23378,20168 -> 5
7966,15334 -> 1
3809,5390 -> 6
22187,4461 -> 6
11921,29990 -> 4
16768,23627 -> 4
30309,24104 -> 4
1931,6279 -> 6
20410,9323 -> 2
20368,32317 -> 2
31401,24799 -> 6
2161,32575 -> 8
17381,24315 -> 6
23876,18508 -> 8
8847,26301 -> 5
20124,14023 -> 7
30386,6317 -> 6
5509,13615 -> 7
11373,28657 -> 7
17701,32712 -> 1
4335,25284 -> 8
9737,16435 -> 7
32213,5105 -> 2
4728,2541 -> 2
29833,10282 -> 6
15727,23271 -> 7
9897,10316 -> 2
22032,10931 -> 8
2484,30190 -> 2
30624,6149 -> 3
17247,18895 -> 5
23158,14191 -> 7
18781,3072 -> 7
21604,14242 -> 7
19089,9180 -> 4
30587,20127 -> 6
12496,12843 -> 2
5187,152 -> 4
4551,4614 -> 4
8372,7285 -> 2
2725,3410 -> 7
6046,4915 -> 1
5512,30704 -> 4
23607,26273 -> 1
14575,28910 -> 8
7181,8475 -> 4
20638,27494 -> 1
7571,27485 -> 2
27815,26823 -> 3
29690,13954 -> 1
11944,3260 -> 8
16660,24510 -> 4
30294,30449 -> 3
5245,141 -> 3
26086,10598 -> 3
9016,6457 -> 4
7169,16906 -> 2
5498,15623 -> 1
17471,1240 -> 7
4204,11891 -> 3
8281,12210 -> 4
32761,16195 -> 2
15254,25503 -> 4
2314,6990 -> 8
26403,10057 -> 6
1732,13905 -> 4
14670,13504 -> 6
5527,13360 -> 2
25316,30959 -> 8
1351,8293 -> 2
5403,30032 -> 3
10040,29845 -> 8
14289,9401 -> 8
24739,6019 -> 4
8971,10836 -> 5
16502,29911 -> 5
=== Land Nr. 20 ===
16373,32303 -> 8
10003,25455 -> 4
13523,3291 -> 2
25139,4923 -> 6
23715,26638 -> 2
2436,31955 -> 6
5726,17496 -> 1
30955,7231 -> 7
16670,9275 -> 2
2926,28081 -> 8
20883,19268 -> 7
17966,32291 -> 5
8838,29701 -> 4
1272,15116 -> 2
17765,23028 -> 2
604,21429 -> 5
30981,1183 -> 7
21324,17361 -> 8
23584,29623 -> 4
12963,21089 -> 5
15930,25564 -> 2
21302,16651 -> 6
27890,29235 -> 4
28470,26487 -> 1
21734,31020 -> 5
515,21319 -> 4
5303,11009 -> 1
5582,4286 -> 2
1493,16086 -> 2
24728,18756 -> 3
4617,2950 -> 8
9318,15417 -> 2
15886,14199 -> 5
29904,3038 -> 6
28808,18195 -> 8
14386,15161 -> 3
31293,23482 -> 1
1307,23356 -> 5
3941,29504 -> 3
27872,5283 -> 1
2911,31833 -> 5
27220,18744 -> 6
20276,11909 -> 6
6162,17026 -> 5
8367,21587 -> 5
5090,7438 -> 4
29427,11545 -> 3
7450,9935 -> 3
17105,18286 -> 5
6673,3144 -> 5
85,18446 -> 6
21751,17279 -> 7
11324,2288 -> 3
31409,29929 -> 7
11091,27309 -> 7
18064,461 -> 4
10989,9881 -> 3
23536,1240 -> 3
6389,31247 -> 7
11055,5321 -> 5
30537,13283 -> 8
29044,31374 -> 6
1372,4860 -> 6
31551,17185 -> 8
11346,4476 -> 8
24508,27394 -> 4
6419,14855 -> 3
32585,9262 -> 8
19725,3331 -> 1
14776,14548 -> 5
31126,23018 -> 4
8492,7234 -> 2
818,21762 -> 3
29862,10425 -> 4
24867,11294 -> 8
31132,9263 -> 3
789,32044 -> 5
28207,16166 -> 6
18880,26558 -> 3
21981,10266 -> 8
16595,3800 -> 4
24769,21311 -> 1
30604,21149 -> 1
12735,2433 -> 5
25281,25020 -> 8
25134,770 -> 6
28234,4261 -> 6
25052,4234 -> 2
7441,14573 -> 8
18565,29871 -> 8
7723,19826 -> 4
27153,22670 -> 4
25285,24598 -> 1
4400,4473 -> 5
21466,7215 -> 5
15418,998 -> 8
6105,17656 -> 1
9807,9587 -> 4
14285,10671 -> 4
23345,17140 -> 6
12459,18721 -> 2
7763,4276 -> 8
26825,7374 -> 6
7687,31347 -> 3
27310,18416 -> 5
20957,30156 -> 5
32182,16649 -> 6
3972,5378 -> 7
2638,3272 -> 4
25560,4459 -> 1
31397,22364 -> 1
9693,19438 -> 1
18981,13715 -> 5
6100,10063 -> 4
1311,10588 -> 6
20148,29504 -> 8
26463,15738 -> 2
4773,12398 -> 3
25519,14996 -> 1
2900,5382 -> 4
30571,11234 -> 5
24891,13924 -> 1
5297,13347 -> 1
6445,26597 -> 5
29410,9129 -> 4
25028,2078 -> 8
2140,26262 -> 7
25229,27871 -> 2
8636,20129 -> 8
27392,13255 -> 8
18958,32258 -> 2
13216,16481 -> 4
21680,24909 -> 4
19939,29171 -> 5
9430,17509 -> 1
28586,27279 -> 4
6123,13018 -> 3
3440,28169 -> 6
3911,3646 -> 7
17026,15059 -> 2
19188,9568 -> 2
26836,6134 -> 3
27258,11626 -> 5
2642,31395 -> 1
18911,23129 -> 7
5057,27407 -> 6
24676,1602 -> 3
30092,914 -> 8
5040,28513 -> 2
14605,22085 -> 6
27994,8945 -> 8
4399,1177 -> 2
6673,16175 -> 2
9098,12688 -> 8
24801,24858 -> 4
17211,678 -> 8
9784,25299 -> 2
10535,27796 -> 7
25018,5545 -> 4
28017,24677 -> 5
32530,28465 -> 5
13383,25240 -> 6
16685,17145 -> 5
13392,31054 -> 3
15539,10941 -> 7
1889,32681 -> 4
10645,15655 -> 3
9803,7150 -> 4
29953,14200 -> 5
5848,8969 -> 8
29740,22709 -> 3
16207,28538 -> 4
11679,27946 -> 7
5404,27357 -> 5
12823,32609 -> 7
1140,4240 -> 6
16151,24544 -> 4
3329,21783 -> 7
13492,18247 -> 2
13313,29007 -> 4
5451,20137 -> 6
9822,24992 -> 7
8482,26677 -> 4
17829,18586 -> 3
31006,30348 -> 7
28905,8649 -> 4
23313,11086 -> 7
14067,7337 -> 6
20317,1484 -> 3
20818,24820 -> 3
21196,12514 -> 2
24607,13520 -> 2
=== Land Nr. 21 ===
30963,11103 -> 7
27805,21118 -> 8
644,10379 -> 6
19703,32402 -> 2
16460,32426 -> 2
11716,28910 -> 5
9949,22411 -> 6
22052,12776 -> 4
9,15234 -> 3
16781,31331 -> 3
32446,2405 -> 3
30369,16590 -> 4
28390,3679 -> 2
9383,13882 -> 7
7764,18105 -> 8
6523,24079 -> 8
15591,27874 -> 2
8203,28671 -> 7
8551,28260 -> 2
23498,10065 -> 5
28105,13961 -> 6
20369,21398 -> 6
18657,3288 -> 4
32494,15971 -> 8
7335,6577 -> 4
3793,5802 -> 4
20379,3512 -> 2
1806,24005 -> 6
5355,30924 -> 7
26684,6997 -> 2
618,9143 -> 3
16846,13432 -> 8
27767,19426 -> 8
25210,30735 -> 5
26473,689 -> 4
=== Land Nr. 22 ===
12623,5383 -> 2
2836,14925 -> 6
18437,4315 -> 8
136,18442 -> 2
5995,17365 -> 4
19226,26800 -> 4
17670,11696 -> 7
30036,11590 -> 6
7473,28840 -> 3
8033,14136 -> 4
30574,14885 -> 2
12296,24809 -> 7
21151,10102 -> 8
27238,27670 -> 3
19800,6752 -> 7
14804,8593 -> 4
670,17518 -> 2
29377,1595 -> 4
19870,16704 -> 3
25197,30545 -> 1
5954,14154 -> 8
8390,13398 -> 8
9913,29640 -> 2
32469,10063 -> 3
2626,8659 -> 2
29049,11275 -> 5
8158,26063 -> 5
19307,15776 -> 7
7605,7604 -> 8
19127,23924 -> 6
18517,7141 -> 5
15669,18786 -> 7
22799,13699 -> 3
7330,16092 -> 3
283,16007 -> 5
20076,10011 -> 5
1626,23820 -> 3
31821,11450 -> 2
15547,19078 -> 5
4680,30033 -> 5
11192,29920 -> 1
9128,6635 -> 5
4457,19125 -> 4
7180,3946 -> 5
15640,9502 -> 6
685,3124 -> 5
31072,1745 -> 5
1365,10949 -> 7
567,7040 -> 4
19915,8438 -> 6
23932,21429 -> 6
8095,29208 -> 2
27866,30888 -> 4
13714,5683 -> 4
17946,28861 -> 5
7448,15116 -> 4
23369,30891 -> 7
13216,5057 -> 7
20015,7802 -> 5
15528,12822 -> 4
782,8926 -> 1
6347,12492 -> 2
13479,23191 -> 7
17728,6295 -> 7
32750,3295 -> 4
18574,29073 -> 1
10239,27915 -> 4
23649,28983 -> 1
17192,31975 -> 1
19897,14680 -> 3
10277,12927 -> 3
1008,13950 -> 6
24300,30542 -> 5
13396,27826 -> 5
6799,20482 -> 6
19257,30643 -> 1
27166,863 -> 1
21715,16372 -> 8
27802,15338 -> 3
32576,30713 -> 3
30796,13149 -> 2
31871,28147 -> 6
24612,18445 -> 7
26191,11174 -> 7
25068,15316 -> 3
7972,21248 -> 8
24172,6432 -> 5
21179,12262 -> 5
22745,9765 -> 7
32247,10278 -> 3
27944,14191 -> 8
6393,6288 -> 4
1296,27212 -> 4
28617,23202 -> 4
8679,9406 -> 5
13537,12360 -> 5
9638,31731 -> 5
13937,15267 -> 8
12201,9086 -> 6
10817,1749 -> 5
29197,5820 -> 8
3446,1090 -> 8
27324,6963 -> 2
27813,27076 -> 3
14215,21962 -> 7
24060,27076 -> 3
24281,17956 -> 1
23140,9021 -> 3
28394,25232 -> 2
17392,15886 -> 6
21374,5188 -> 7
5870,6948 -> 1
18069,18142 -> 5
20598,22632 -> 2
23181,28512 -> 7
20564,13939 -> 8
23729,11816 -> 6
13714,17013 -> 4
17702,19594 -> 2
15384,4310 -> 4
9644,8728 -> 2
18198,25970 -> 2
6849,14021 -> 8
22326,27784 -> 6
15091,3671 -> 1
31947,13230 -> 3
28302,16113 -> 6
13682,29804 -> 1
3566,6039 -> 7
25058,2633 -> 7
12048,31992 -> 1
27619,11374 -> 2
15168,4580 -> 5
7580,18224 -> 8
19447,3640 -> 3
25279,11292 -> 3
31296,8747 -> 8
312,20312 -> 1
20030,15668 -> 4
6760,32639 -> 3
25778,22282 -> 8
18205,314 -> 5
16005,15990 -> 3
12215,19007 -> 8
4810,17626 -> 4
28487,20366 -> 3
30128,11975 -> 4
11144,2294 -> 6
18274,28922 -> 4
25846,75 -> 8
13248,16018 -> 4
27013,3284 -> 3
10361,6238 -> 8
22933,19421 -> 4
6385,13972 -> 3
8758,3443 -> 3
16366,7510 -> 7
232,22696 -> 8
23828,16840 -> 2
25673,27900 -> 1
16510,10403 -> 2
6777,20157 -> 7
24877,10385 -> 6
2334,2682 -> 7
19195,18871 -> 2
29764,32731 -> 5
30543,26920 -> 5
28822,15997 -> 7
12238,8778 -> 8
21152,24488 -> 5
31927,22856 -> 6
4124,24050 -> 2
26799,26918 -> 4
26992,18480 -> 7
8743,15640 -> 5
8435,24385 -> 8
=== Land Nr. 23 ===
18083,20523 -> 8
21131,18077 -> 8
32389,32601 -> 7
31169,32168 -> 8
4149,6563 -> 6
11624,27704 -> 3
18355,30416 -> 3
24411,30423 -> 2
3064,26829 -> 8
21517,24480 -> 8
19888,25844 -> 3
22739,16075 -> 2
13115,6563 -> 7
20792,10824 -> 4
5104,6619 -> 2
=== Land Nr. 24 ===
21183,17903 -> 7
2318,11246 -> 6
975,32310 -> 8
9463,26978 -> 6
7627,11632 -> 4
20853,3468 -> 7
7045,28665 -> 5
31804,23963 -> 7
5249,1504 -> 6
9451,20480 -> 6
23245,24811 -> 8
8763,21115 -> 1
29783,29710 -> 7
7194,5434 -> 6
18947,5544 -> 2
22235,26307 -> 7
13817,22563 -> 1
4056,16295 -> 1
18392,13518 -> 3
26115,28206 -> 1
28888,21249 -> 6
10596,12667 -> 4
8958,10741 -> 6
631,20700 -> 7
5618,17879 -> 7
16096,10046 -> 2
10517,10481 -> 8
17143,1022 -> 7
3555,10248 -> 3
14353,31125 -> 8
22228,19782 -> 5
7578,1987 -> 4
1580,20286 -> 2
30550,21073 -> 1
5499,4588 -> 2
32103,5762 -> 7
31170,1481 -> 1
742,8380 -> 4
12663,7492 -> 1
20021,28967 -> 3
16602,2876 -> 8
27214,22818 -> 3
30294,7513 -> 2
6851,29922 -> 4
13298,23370 -> 2
9257,19359 -> 5
7150,12378 -> 7
6426,26126 -> 8
11811,22237 -> 4
24609,7719 -> 6
=== Land Nr. 25 ===
28873,5463 -> 2
16675,7263 -> 8
31397,11127 -> 1
2341,13786 -> 5
28114,8507 -> 2
18819,31823 -> 1
31138,5326 -> 4
29675,7049 -> 7
8005,13321 -> 2
9918,27082 -> 7
2111,21666 -> 6
30121,10115 -> 3
3795,10842 -> 3
26763,8215 -> 1
30696,31968 -> 2
24334,164 -> 6
6933,1815 -> 5
4468,6921 -> 3
8411,26620 -> 7
6023,15008 -> 8
26675,20850 -> 1
17586,32102 -> 8
23543,31626 -> 6
21679,8075 -> 6
21972,25386 -> 3
=== Land Nr. 26 ===
26183,8343 -> 7
28613,4382 -> 4
10774,28844 -> 1
9800,8958 -> 5
2396,14737 -> 7
15559,8550 -> 8
27958,10883 -> 8
17139,26481 -> 6
18652,16131 -> 6
13567,3461 -> 8
10674,6168 -> 2
18940,32192 -> 4
26192,31936 -> 7
27331,8881 -> 8
8656,16773 -> 7
20790,4385 -> 7
19197,110 -> 3
17087,13327 -> 4
5945,454 -> 7
2638,28221 -> 8
18235,19311 -> 1
5450,26318 -> 8
22511,20415 -> 3
13365,24303 -> 8
11287,30224 -> 1
19181,3202 -> 5
19342,1678 -> 3
1488,6717 -> 5
6956,12271 -> 6
16433,10178 -> 7
31942,14610 -> 8
32222,1174 -> 2
10430,18865 -> 1
31912,30468 -> 4
23320,23739 -> 3
17449,15437 -> 6
11288,13285 -> 6
2366,8631 -> 6
12495,22419 -> 6
2032,11861 -> 7
23078,7986 -> 2
29120,25505 -> 3
2369,15756 -> 2
1938,12094 -> 7
1621,10695 -> 2
15788,21115 -> 4
839,18700 -> 1
11647,21615 -> 7
9642,17924 -> 2
27707,6602 -> 4
19450,23222 -> 5
28251,2469 -> 2
28705,18020 -> 5
16300,18687 -> 3
15791,3194 -> 8
21620,7852 -> 5
15432,15021 -> 8
25554,4050 -> 4
24372,9182 -> 6
25702,18779 -> 5
28955,2651 -> 4
15328,1243 -> 3
16203,28558 -> 8
18188,22485 -> 8
10785,30793 -> 4
25458,21105 -> 2
26726,23586 -> 3
25769,3837 -> 8
27078,31649 -> 4
11999,26055 -> 4
26789,19502 -> 1
23894,28986 -> 5
30203,6661 -> 4
14014,31812 -> 3
10764,32655 -> 6
2734,26988 -> 2
15115,12029 -> 3
15030,11042 -> 6
5896,5620 -> 6
30392,5677 -> 2
20672,19619 -> 6
26506,15689 -> 7
18212,30890 -> 5
29716,12620 -> 3
32182,8589 -> 3
19556,876 -> 4
12295,14252 -> 7
17257,20358 -> 2
21758,4091 -> 2
2912,29285 -> 3
5809,9706 -> 1
29198,29830 -> 8
18934,25153 -> 4
4443,11214 -> 2
15606,16600 -> 7
24054,14111 -> 5
22119,18550 -> 7
24829,19680 -> 6
1850,12090 -> 8
2785,29128 -> 4
3807,2909 -> 1
15620,8079 -> 4
5742,25390 -> 8
13504,15191 -> 7
16721,8339 -> 3
15826,2533 -> 7
4682,11129 -> 5
19304,9217 -> 4
31210,3065 -> 8
7737,22430 -> 1
8139,16406 -> 5
17274,29330 -> 7
2613,14948 -> 7
19334,14853 -> 3
16368,5628 -> 6
26769,24040 -> 1
28273,16770 -> 5
1227,6669 -> 1
4784,1582 -> 5
7341,32437 -> 8
11570,12559 -> 6
5488,6322 -> 2
14910,5128 -> 3
12511,30069 -> 8
3382,24889 -> 5
30460,22930 -> 5
23167,24264 -> 5
17205,172 -> 1
15753,27216 -> 3
26143,29639 -> 1
28875,2651 -> 3
19944,32612 -> 2
19419,12721 -> 5
14083,9478 -> 6
32739,11113 -> 4
21443,7142 -> 7
1312,14324 -> 1
29908,8957 -> 7
19507,674 -> 8
21974,6839 -> 6
=== Land Nr. 27 ===
7273,5203 -> 3
6285,9960 -> 2
9289,4938 -> 7
32348,2517 -> 7
13313,18781 -> 3
25349,3957 -> 3
29076,24834 -> 8
11496,19507 -> 4
9419,24284 -> 1
9785,13529 -> 4
3424,24792 -> 4
20439,15729 -> 7
8155,27907 -> 4
2522,19251 -> 1
5649,27026 -> 5
14065,27103 -> 3
1618,1243 -> 8
5913,28448 -> 3
16543,12086 -> 1
19296,5812 -> 4
4990,8687 -> 6
6065,14494 -> 2
25169,5597 -> 4
22742,5771 -> 2
13617,4406 -> 8
5173,28709 -> 8
11965,26552 -> 5
21497,9758 -> 3
11873,31040 -> 5
32156,16899 -> 3
26111,14946 -> 7
18962,19781 -> 8
24577,28580 -> 2
19978,3064 -> 3
28472,3944 -> 3
26102,48 -> 2
21534,18345 -> 3
11488,8465 -> 4
6985,31765 -> 4
13875,31971 -> 6
26428,1586 -> 1
25093,8137 -> 5
3025,25730 -> 4
8319,8434 -> 6
11250,9966 -> 4
9333,13917 -> 1
31331,5598 -> 6
11869,13182 -> 1
25795,7872 -> 3
4107,29039 -> 4
23564,19450 -> 4
7952,24432 -> 6
12351,18284 -> 1
20107,28894 -> 2
7428,28183 -> 2
27332,23027 -> 4
17242,8323 -> 2
16370,7908 -> 4
28850,3827 -> 2
=== Land Nr. 28 ===
8953,28983 -> 4
19980,4496 -> 7
11777,17776 -> 4
29158,31760 -> 1
23603,32611 -> 2
26153,6531 -> 7
22279,7621 -> 3
3921,26695 -> 2
3296,32218 -> 8
5249,5981 -> 7
23534,13907 -> 8
72,32141 -> 2
3466,13490 -> 6
24635,6172 -> 4
23944,19156 -> 2
15801,25092 -> 5
9789,17009 -> 7
29806,21993 -> 6
21787,27306 -> 1
=== Land Nr. 29 ===
15213,31813 -> 7
21817,30729 -> 4
15361,21631 -> 7
29738,2424 -> 1
23935,747 -> 5
15067,17686 -> 6
4035,18142 -> 4
6021,22015 -> 8
26140,9058 -> 5
22217,12374 -> 7
21197,10801 -> 4
6546,29498 -> 2
22396,19441 -> 4
604,6248 -> 2
6424,16891 -> 7
4061,28603 -> 1
1568,25862 -> 7
21586,14537 -> 3
13402,24968 -> 1
16349,5959 -> 2
22349,1472 -> 4
=== Land Nr. 30 ===
22963,12043 -> 1
17189,11923 -> 7
22281,31409 -> 5
26568,28610 -> 2
20483,31831 -> 3
7745,18739 -> 1
12827,18931 -> 5
5842,24118 -> 6
19626,16164 -> 8
16456,1291 -> 2
16290,23698 -> 1
12646,29726 -> 7
32160,8504 -> 3
899,8113 -> 4
18893,1074 -> 1
14769,21986 -> 5
28507,13791 -> 5
20996,8286 -> 8
13174,1400 -> 4
1745,14871 -> 6
1021,17515 -> 4
9219,19670 -> 4
29805,21279 -> 8
14546,32140 -> 2
1977,15083 -> 4
26749,24474 -> 5
24838,26461 -> 3
15589,1690 -> 8
3718,17711 -> 5
13323,27468 -> 8
2277,22392 -> 1
24034,940 -> 8
1798,17403 -> 5
20991,5986 -> 4
14599,32163 -> 6
7424,20747 -> 2
11960,8329 -> 6
5061,8718 -> 2
27924,21790 -> 6
20179,4591 -> 7
21341,14405 -> 2
31351,21356 -> 8
15331,25740 -> 2
14469,18627 -> 7
3495,23747 -> 5
5825,19948 -> 3
2894,21142 -> 4
10584,31415 -> 3
24872,9220 -> 3
15095,26626 -> 3
=== Land Nr. 31 ===
5943,193 -> 6
19547,10891 -> 5
28024,1258 -> 3
23412,31500 -> 3
6106,18573 -> 8
11884,13978 -> 5
7336,31735 -> 4
14645,21380 -> 1
4949,14030 -> 8
13421,26149 -> 5
31463,13389 -> 6
12981,11878 -> 4
9844,24910 -> 7
32202,12768 -> 6
9074,28898 -> 3
22282,28642 -> 4
20673,12962 -> 8
28458,5058 -> 5
28352,12802 -> 7
5952,32581 -> 6
4044,18507 -> 3
24947,27144 -> 1
19950,21258 -> 5
12788,29732 -> 8
21942,16145 -> 2
12548,14730 -> 7
32616,7267 -> 3
13620,203 -> 2
9987,2460 -> 3
10542,23362 -> 8
2264,1468 -> 8
12950,17892 -> 6
27552,11604 -> 7
2035,24857 -> 1
8787,9354 -> 4
407,31595 -> 2
16179,377 -> 1
5633,15860 -> 4
32449,708 -> 8
11317,6865 -> 4
19618,19589 -> 3
3825,31998 -> 5
7565,23003 -> 7
25039,30318 -> 5
229,23489 -> 4
21947,5175 -> 8
4494,28152 -> 4
3132,27180 -> 1
8463,28965 -> 5
12669,7741 -> 1
26932,1401 -> 6
25385,4464 -> 5
3994,9077 -> 6
3692,1881 -> 4
9206,14509 -> 8
6583,11852 -> 3
19699,3225 -> 4
32538,31180 -> 6
24826,5582 -> 5
596,11747 -> 2
32581,25147 -> 5
31209,5467 -> 4
13061,21822 -> 3
17625,30236 -> 2
3465,21670 -> 6
3791,15896 -> 3
17829,6661 -> 7
741,26761 -> 7
6606,20446 -> 4
4427,3698 -> 8
16285,31371 -> 1
1656,18073 -> 4
26308,31483 -> 1
29351,14463 -> 1
3729,19857 -> 8
22226,25340 -> 2
29839,4554 -> 1
18543,25224 -> 4
2034,30581 -> 8
20365,19543 -> 1
24777,29862 -> 4
15152,19157 -> 6
2859,13222 -> 2
5625,23848 -> 7
21976,2706 -> 6
22901,16058 -> 7
4364,5733 -> 5
2231,23803 -> 7
5489,20891 -> 5
2815,12513 -> 5
21621,17085 -> 3
1432,7886 -> 4
27244,14700 -> 2
8259,31449 -> 6
71,4292 -> 6
8631,18624 -> 6
3530,9266 -> 3
14888,5599 -> 2
3719,8210 -> 3
12245,12544 -> 4
19203,10674 -> 8
1537,22252 -> 8
17619,4738 -> 7
12532,31733 -> 2
28565,30887 -> 4
2504,31230 -> 1
31242,27432 -> 1
2870,26537 -> 6
20937,29280 -> 5
31901,2218 -> 2
4406,19857 -> 7
8950,28795 -> 6
31431,23706 -> 6
26493,26594 -> 5
21949,6465 -> 4
12839,15108 -> 4
16348,17819 -> 4
2630,6402 -> 3
9416,7529 -> 2
31213,28489 -> 5
22282,30351 -> 7
16619,31265 -> 3
4082,24808 -> 4
10873,28962 -> 6
13008,4134 -> 3
25843,4502 -> 7
25908,14981 -> 7
7465,8682 -> 1
12603,11630 -> 7
26423,12487 -> 7
18448,13674 -> 1
15583,5992 -> 7
27180,10477 -> 5
7643,31289 -> 5
18428,32226 -> 1
14497,29692 -> 7
10475,24578 -> 3
653,5844 -> 4
8208,21078 -> 1
23666,19468 -> 6
23788,4221 -> 8
23804,9846 -> 3
3059,13445 -> 1
11375,17585 -> 7
3552,11387 -> 2
5531,14267 -> 6
24066,22274 -> 5
7724,22429 -> 4
7935,16519 -> 6
11415,21259 -> 7
17090,755 -> 8
3152,26703 -> 6
28052,18414 -> 1
4374,25828 -> 1
23944,29192 -> 2
16495,5754 -> 2
5832,2914 -> 7
21681,4968 -> 6
10854,22712 -> 7
12071,31153 -> 5
28851,26066 -> 1
30514,19240 -> 2
20824,7363 -> 1
17021,12887 -> 2
672,2952 -> 3
18065,3890 -> 7
22190,29667 -> 1
20088,31686 -> 1
2207,12163 -> 6
3884,22617 -> 2
21692,26324 -> 1
3071,11198 -> 3
20048,8982 -> 3
6214,4036 -> 6
10944,29831 -> 5
13807,19216 -> 3
27885,19393 -> 8
10434,28858 -> 8
19731,20898 -> 3
9344,13194 -> 8
14489,2895 -> 7
4128,23979 -> 4
8851,58 -> 7
729,24356 -> 8
26856,30256 -> 4
28600,29825 -> 6
6991,15315 -> 3
31473,21611 -> 7
18606,29720 -> 6
16436,28200 -> 3
27764,30103 -> 6
29608,23598 -> 1
30987,9943 -> 1
20307,5466 -> 2
7543,23766 -> 3
15653,27751 -> 4
5046,13179 -> 3
12763,24752 -> 5
21124,12222 -> 5
18289,29804 -> 2
14473,18851 -> 6
26079,31717 -> 4
37,20571 -> 1
16212,30294 -> 5
21069,1317 -> 4
8498,19564 -> 4
29749,22992 -> 4
11631,6576 -> 4
7879,1508 -> 8
2090,15669 -> 4
24583,12759 -> 6
29594,9059 -> 6
17922,23018 -> 4
18585,23995 -> 1
20434,21110 -> 7
17535,32480 -> 5
3293,5580 -> 7
21769,8273 -> 3
15200,18435 -> 8
29047,17551 -> 5
28376,14143 -> 1
15414,17325 -> 8
7159,8025 -> 4
10916,27000 -> 5
11035,11765 -> 8
22736,13237 -> 7
13190,16475 -> 7
3407,1071 -> 5
4295,9917 -> 4
21874,28040 -> 8
28947,28841 -> 6
7299,21253 -> 8
5760,29914 -> 2
16604,13008 -> 2
7779,31393 -> 1
32746,28524 -> 4
2362,13730 -> 6
11896,6214 -> 5
17131,13465 -> 6
9446,23209 -> 1
24131,2650 -> 3
7948,15237 -> 2
26615,25690 -> 8
7667,20416 -> 7
29841,1105 -> 7
11707,11283 -> 7
10776,15071 -> 7
23611,1692 -> 3
20813,7995 -> 2
15681,21420 -> 8
17362,25678 -> 1
8058,21629 -> 3
9119,26063 -> 6
8558,27089 -> 3
32134,26678 -> 8
14356,21927 -> 1
7099,7331 -> 5
227,16016 -> 2
11932,22026 -> 4
30580,3144 -> 4
24875,3910 -> 7
27404,26773 -> 7
15349,31198 -> 4
27303,8361 -> 5
13406,23455 -> 2
24157,8817 -> 3
16271,5472 -> 1
15160,11928 -> 1
1905,22405 -> 6
15056,25385 -> 8
17785,22808 -> 3
21069,19476 -> 2
6716,27806 -> 8
23710,32258 -> 1
18937,6627 -> 7
6658,13626 -> 3
26016,1660 -> 7
23356,21898 -> 6
25852,32429 -> 1
30981,18799 -> 4
25102,28404 -> 5
10392,28138 -> 4
20157,8814 -> 5
25714,17870 -> 3
30043,13505 -> 8
3220,27242 -> 4
10681,26214 -> 3
9200,26836 -> 5
5058,30810 -> 8
14531,16965 -> 3
